,State,Zip Code,< -$100,$-100 to $-90,$-90 to $-80,$-80 to $-70,$-70 to $-60,$-60 to $-50,$-50 to $-40,$-40 to $-30,$-30 to $-20,$-20 to $-10,$-10 to $0,$0 to $10,$10 to $20,$20 to $30,$30 to $40,$40 to $50,$50 to $60,$60 to $70,$70 to $80,$80 to $90,$90 to $100,> $100,Grand Total
1244,CA,95650,8.0,2.0,1.0,,1.0,1.0,,2.0,,1.0,4.0,59.0,11.0,1.0,,,,,,,,,91.0
1245,CA,95651,1.0,,,,,,,,,,,9.0,1.0,1.0,,,,,,,,,12.0
1247,CA,95653,1.0,1.0,,,,2.0,3.0,,7.0,15.0,12.0,18.0,2.0,,,,,,,,,,61.0
1249,CA,95658,,,,,2.0,,,,,,,8.0,3.0,1.0,1.0,,,,,,,,15.0
1250,CA,95659,11.0,2.0,1.0,1.0,1.0,1.0,,,2.0,14.0,22.0,60.0,,,,,,,,,,,115.0
1251,CA,95660,6.0,,1.0,1.0,2.0,6.0,17.0,12.0,15.0,10.0,19.0,61.0,,,,,,,,,,,150.0
1252,CA,95661,6.0,,,,2.0,1.0,1.0,2.0,3.0,2.0,5.0,128.0,8.0,,,,,,,,,,158.0
1253,CA,95662,2.0,,,2.0,,,,,,,17.0,80.0,,,,,,,,,,,101.0
1254,CA,95663,,,1.0,1.0,,,,,,1.0,1.0,7.0,1.0,,,,,,,,,,12.0
1256,CA,95667,4.0,,2.0,2.0,,,,1.0,,,3.0,25.0,1.0,3.0,2.0,2.0,,,,,,,45.0
1257,CA,95668,8.0,1.0,,,3.0,2.0,1.0,1.0,1.0,1.0,4.0,30.0,1.0,,,,,,,,,,53.0
1258,CA,95669,,,,,,,,,,1.0,1.0,4.0,1.0,,,,,,,,,,7.0
1259,CA,95670,1.0,,,,,,,,,1.0,10.0,283.0,,,,,,,,,,,295.0
1260,CA,95672,,,,,,,,,,,1.0,5.0,,,,,,,,,,,6.0
1261,CA,95673,22.0,3.0,2.0,6.0,3.0,10.0,4.0,4.0,5.0,8.0,59.0,193.0,1.0,,,,,,,,,,320.0
1262,CA,95674,14.0,2.0,,2.0,2.0,3.0,1.0,5.0,2.0,8.0,7.0,58.0,1.0,,,,,,,,,,105.0
1263,CA,95677,1.0,,,,,,,,,2.0,1.0,82.0,3.0,3.0,1.0,,,,,,,,93.0
1264,CA,95678,2.0,,,,1.0,1.0,,,1.0,3.0,8.0,69.0,8.0,,,,,,,,,,93.0
1267,CA,95682,5.0,2.0,1.0,2.0,,1.0,1.0,,3.0,3.0,3.0,43.0,12.0,1.0,,,,,,,,,77.0
1268,CA,95683,,,1.0,,,,,,,,5.0,18.0,3.0,,,,,,,,,,27.0
1269,CA,95684,1.0,,,,,,,,,,,5.0,2.0,,,,,,,,,,8.0
1270,CA,95685,,,,,,,,,,,,12.0,1.0,2.0,,1.0,,,,,,,16.0
1271,CA,95687,66.0,3.0,7.0,6.0,9.0,,2.0,12.0,18.0,18.0,18.0,584.0,30.0,2.0,1.0,,,,,,,,776.0
1272,CA,95688,4.0,,,1.0,1.0,,4.0,2.0,2.0,1.0,4.0,149.0,3.0,2.0,1.0,,,,,,,,174.0
1274,CA,95690,31.0,3.0,3.0,4.0,1.0,4.0,3.0,22.0,58.0,83.0,45.0,97.0,,,,,,,,,,,354.0
1275,CA,95691,11.0,,1.0,3.0,1.0,1.0,1.0,,2.0,2.0,9.0,1487.0,1.0,,,,,,,,,,1519.0
1276,CA,95692,4.0,,,,,,,,,1.0,2.0,172.0,6.0,,,,,,,,,,185.0
1277,CA,95693,8.0,,,1.0,2.0,3.0,1.0,,2.0,3.0,,151.0,1.0,1.0,,,,,,,,,173.0
1278,CA,95694,4.0,,,,,1.0,1.0,,3.0,2.0,1.0,35.0,4.0,1.0,1.0,,,,,,,,53.0
1279,CA,95695,47.0,4.0,3.0,13.0,8.0,2.0,14.0,7.0,19.0,25.0,16.0,231.0,4.0,,,,,,,,,,393.0
1280,CA,95698,2.0,,,,,,,,,,1.0,3.0,,,,,,,,,,,6.0
1286,CA,95722,,,,,,,,,1.0,,1.0,7.0,4.0,,,,,,,,,,13.0
1287,CA,95724,3.0,,,,,,,1.0,,,1.0,10.0,,,,,,,,,,,15.0
1288,CA,95726,,,,,,,,,,,,2.0,1.0,1.0,2.0,,1.0,,,,,,7.0
1289,CA,95728,,,,,,,,,,,,4.0,1.0,3.0,,,,,,,,,8.0
1290,CA,95742,,,,,,,,,,,2.0,22.0,,,,,,,,,,,24.0
1291,CA,95746,3.0,,,,2.0,1.0,1.0,2.0,2.0,4.0,10.0,157.0,17.0,2.0,2.0,,,,,,,,203.0
1292,CA,95747,2.0,1.0,,,,,,1.0,,1.0,33.0,108.0,4.0,1.0,,,,,,,,,151.0
1293,CA,95757,51.0,3.0,4.0,2.0,5.0,15.0,16.0,5.0,4.0,4.0,14.0,252.0,1.0,,,,,,,,,,376.0
1294,CA,95758,,,,,,,,,,,13.0,474.0,,,,,,,,,,,487.0
1295,CA,95762,,,,,,,,,,,4.0,43.0,4.0,1.0,,,,,,,,,52.0
1296,CA,95765,,,,,,,,,,2.0,10.0,20.0,,,,,,,,,,,32.0
1297,CA,95776,13.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,5.0,8.0,19.0,138.0,1.0,,,,,,,,,,195.0
1298,CA,95811,,,,,,,,,,1.0,6.0,62.0,,,,,,,,,,,69.0
1299,CA,95814,,,,,,,,,,,6.0,73.0,,,,,,,,,,,79.0
1300,CA,95815,3.0,,,1.0,5.0,1.0,1.0,,2.0,1.0,45.0,223.0,,,,,,,,,,,282.0
1301,CA,95816,1.0,,1.0,1.0,,1.0,,,,8.0,114.0,557.0,,,,,,,,,,,683.0
1302,CA,95817,,,,,,,,,,,32.0,119.0,,,,,,,,,,,151.0
1303,CA,95818,2.0,1.0,1.0,1.0,2.0,1.0,,1.0,,8.0,144.0,1458.0,,,,,,,,,,,1619.0
1304,CA,95819,1.0,,,1.0,,1.0,,,,28.0,388.0,1078.0,,,,,,,,,,,1497.0
1305,CA,95820,,,,,,,,1.0,,1.0,87.0,154.0,,,,,,,,,,,243.0
1306,CA,95821,3.0,,1.0,,,2.0,1.0,,1.0,2.0,15.0,116.0,,,,,,,,,,,141.0
1307,CA,95822,3.0,1.0,1.0,1.0,,1.0,3.0,2.0,,15.0,181.0,1332.0,1.0,,,,,,,,,,1541.0
1308,CA,95823,2.0,1.0,1.0,2.0,2.0,8.0,3.0,11.0,13.0,21.0,84.0,659.0,13.0,,,,,,,,,,820.0
1309,CA,95824,,,,1.0,,,,,,1.0,24.0,94.0,,,,,,,,,,,120.0
1310,CA,95825,6.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,3.0,361.0,434.0,,,,,,,,,,,817.0
1311,CA,95826,2.0,,,1.0,1.0,1.0,1.0,3.0,6.0,6.0,56.0,1104.0,,1.0,,,,,,,,,1182.0
1312,CA,95827,10.0,,1.0,,,,,1.0,1.0,6.0,98.0,102.0,1.0,,,,,,,,,,220.0
1313,CA,95828,5.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,5.0,19.0,169.0,1.0,,,,,,,,,,215.0
1314,CA,95829,7.0,4.0,1.0,4.0,1.0,2.0,3.0,8.0,6.0,12.0,13.0,116.0,,,,,,,,,,,177.0
1316,CA,95831,7.0,2.0,5.0,2.0,4.0,4.0,3.0,4.0,2.0,13.0,286.0,3944.0,1.0,,,,,,,,,,4277.0
1317,CA,95832,4.0,,1.0,1.0,,1.0,1.0,,2.0,5.0,22.0,102.0,,,,,,,,,,,139.0
1318,CA,95833,23.0,6.0,3.0,15.0,12.0,13.0,17.0,16.0,18.0,72.0,1240.0,5765.0,2.0,1.0,,,,,,,,,7203.0
1319,CA,95834,16.0,,2.0,4.0,11.0,17.0,15.0,12.0,8.0,74.0,526.0,5955.0,1.0,,,,,,,,,,6641.0
1320,CA,95835,18.0,4.0,3.0,16.0,16.0,28.0,20.0,13.0,28.0,119.0,3157.0,6578.0,2.0,1.0,,,,,,,,,10003.0
1322,CA,95837,14.0,4.0,1.0,1.0,,,2.0,2.0,3.0,5.0,1.0,42.0,4.0,1.0,,,,,,,,,80.0
1323,CA,95838,1.0,,,,1.0,5.0,12.0,15.0,17.0,8.0,69.0,214.0,,,,,,,,,,,342.0
1324,CA,95841,,,,,,,,1.0,,1.0,6.0,72.0,,,,,,,,,,,80.0
1325,CA,95842,,,,,,,,,,5.0,12.0,23.0,,,,,,,,,,,40.0
1326,CA,95843,,,,2.0,,1.0,,,1.0,,13.0,45.0,,,,,,,,,,,62.0
1327,CA,95864,15.0,3.0,2.0,4.0,2.0,6.0,5.0,3.0,1.0,10.0,92.0,752.0,2.0,,,,,,,,,,897.0
1328,CA,95901,12.0,,,5.0,2.0,4.0,1.0,1.0,3.0,1.0,2.0,1036.0,13.0,6.0,1.0,,,,,,,,1087.0
1330,CA,95912,4.0,,,3.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,56.0,1.0,,,,,,,,,,78.0
1331,CA,95917,7.0,1.0,,,,,,1.0,12.0,11.0,16.0,59.0,,,,,,,,,,,107.0
1334,CA,95920,5.0,,,1.0,1.0,,,2.0,4.0,1.0,3.0,,,,,,,,,,,,17.0
1336,CA,95926,1.0,,,,,,,,,1.0,3.0,110.0,,,,,,,,,,,115.0
1337,CA,95928,25.0,4.0,14.0,13.0,10.0,24.0,23.0,28.0,23.0,19.0,24.0,305.0,18.0,7.0,1.0,,,,,,,,538.0
1338,CA,95932,16.0,,,,1.0,1.0,1.0,1.0,3.0,4.0,17.0,182.0,1.0,,,,,,,,,,227.0
1340,CA,95936,,,,,,,,,,,,7.0,,1.0,1.0,,,,,,,,9.0
1341,CA,95937,,1.0,,,,,,,,,,4.0,,1.0,,,,,,,,,6.0
1342,CA,95938,78.0,2.0,9.0,12.0,9.0,10.0,9.0,5.0,6.0,14.0,17.0,95.0,,,,,,,,,,,266.0
1345,CA,95943,,,1.0,,,,,,2.0,1.0,4.0,11.0,,,,,,,,,,,19.0
1347,CA,95945,2.0,,,,,,,2.0,1.0,,,13.0,3.0,,,,,,,,,,21.0
1348,CA,95946,1.0,1.0,,,,,1.0,,,,1.0,18.0,1.0,1.0,,,,,,,,,24.0
1349,CA,95947,1.0,,,,,,,1.0,1.0,,,7.0,3.0,1.0,,,,,,,,,14.0
1350,CA,95948,,,,1.0,,,,,,,6.0,194.0,,,,,,,,,,,201.0
1351,CA,95949,,,,,,,,,,,,14.0,2.0,,,1.0,,,,,,,17.0
1352,CA,95951,1.0,,1.0,2.0,,,1.0,4.0,1.0,,1.0,15.0,1.0,,,,,,,,,,27.0
1353,CA,95953,1.0,,,,,,,,,,18.0,198.0,,,,,,,,,,,217.0
1354,CA,95955,3.0,,1.0,,1.0,2.0,3.0,1.0,4.0,6.0,2.0,23.0,1.0,,,,,,,,,,47.0
1355,CA,95957,2.0,1.0,,,,,,1.0,,,4.0,74.0,,,,,,,,,,,82.0
1356,CA,95959,2.0,,,,,,,,,,2.0,9.0,,,,,,,,,,,13.0
1357,CA,95961,4.0,,2.0,,2.0,,1.0,1.0,1.0,3.0,3.0,1148.0,24.0,3.0,1.0,,,,,,,,1193.0
1359,CA,95963,4.0,,,,,,1.0,,,,,43.0,1.0,,,,,,,,,,49.0
1360,CA,95965,11.0,,1.0,1.0,2.0,,1.0,2.0,2.0,2.0,5.0,85.0,7.0,,1.0,,,,,,,,120.0
1361,CA,95966,4.0,1.0,,,1.0,1.0,1.0,,,,,42.0,2.0,1.0,2.0,,,,,,,,55.0
1362,CA,95968,2.0,1.0,2.0,,,,2.0,3.0,5.0,2.0,1.0,9.0,2.0,,,,,,,,,,29.0
1364,CA,95970,2.0,,,,,,,,1.0,1.0,3.0,13.0,,,,,,,,,,,20.0
1365,CA,95971,,,1.0,2.0,1.0,,,1.0,,1.0,1.0,12.0,2.0,2.0,,,,,,,,,23.0
1366,CA,95973,12.0,2.0,3.0,,2.0,1.0,4.0,3.0,4.0,3.0,3.0,274.0,9.0,7.0,2.0,1.0,,,,,,,330.0
1369,CA,95979,1.0,,,,,,,1.0,,1.0,,2.0,,,,,,,,,,,5.0
1370,CA,95982,,,,,,,,,,,3.0,7.0,,,,,,,,,,,10.0
1371,CA,95983,1.0,,,,,,,,,,,5.0,1.0,1.0,,,,,,,,,8.0
1373,CA,95987,2.0,,1.0,,,,,,,,1.0,9.0,,,,,,,,,,,13.0
1374,CA,95988,10.0,2.0,3.0,8.0,12.0,17.0,19.0,9.0,4.0,6.0,8.0,184.0,,1.0,,,,,,,,,283.0
1375,CA,95991,13.0,,1.0,6.0,1.0,3.0,1.0,6.0,48.0,84.0,190.0,1658.0,,,,,,,,,,,2011.0
1376,CA,95993,27.0,2.0,4.0,4.0,4.0,2.0,2.0,5.0,41.0,75.0,177.0,1690.0,,,,,,,,,,,2033.0
1377,CA,96001,11.0,4.0,2.0,1.0,,2.0,2.0,1.0,6.0,4.0,4.0,183.0,11.0,1.0,,,,,,,,,232.0
1378,CA,96002,10.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,4.0,7.0,3.0,74.0,24.0,9.0,2.0,,,,,,,,149.0
1379,CA,96003,2.0,,,,,,,,1.0,1.0,1.0,106.0,18.0,8.0,3.0,,,,,,,,140.0
1381,CA,96007,2.0,1.0,1.0,1.0,1.0,,2.0,4.0,4.0,4.0,4.0,72.0,11.0,4.0,1.0,,,,,,,,112.0
1382,CA,96008,,,,,,,,,,,,14.0,2.0,,2.0,,,,,,,,18.0
1383,CA,96013,,,,,1.0,,,,,,,23.0,29.0,6.0,,,,,,,,,59.0
1386,CA,96019,5.0,,1.0,1.0,,,,2.0,,1.0,3.0,34.0,3.0,,,,,,,,,,50.0
1387,CA,96020,1.0,,,,,,1.0,,,,,4.0,,,,,,,,,,,6.0
1388,CA,96021,5.0,,,,,,3.0,2.0,1.0,1.0,1.0,58.0,7.0,3.0,1.0,,,,,,,,82.0
1389,CA,96022,1.0,,,,,,,1.0,2.0,,1.0,99.0,60.0,8.0,,,,,,,,,172.0
1390,CA,96024,,,,,,,,,,,,5.0,1.0,,1.0,,,,,,,,7.0
1391,CA,96025,5.0,,,1.0,,,,,,,,21.0,5.0,1.0,1.0,,,,,,,,34.0
1392,CA,96027,1.0,,,,,1.0,,,,,1.0,26.0,2.0,,,,,,,,,,31.0
1394,CA,96032,,1.0,,,,,,,,,,41.0,8.0,3.0,,,,,,,,,53.0
1395,CA,96033,,,,,,,,,,,,7.0,1.0,,1.0,,,,,,,,9.0
1396,CA,96035,6.0,,2.0,1.0,1.0,,2.0,3.0,1.0,3.0,1.0,66.0,10.0,2.0,,,,,,,,,98.0
1397,CA,96039,,,,,,,,,,,,4.0,,2.0,,,,,,,,,6.0
1398,CA,96040,1.0,,,,,,,,,,,1.0,2.0,2.0,1.0,,,,,,,,7.0
1400,CA,96044,,,,,,,1.0,,,,,6.0,,1.0,1.0,,,,,,,,9.0
1403,CA,96048,,,,,1.0,,,,,,,3.0,1.0,,,,,,,,,,5.0
1404,CA,96050,1.0,,,,,,,,,,,4.0,,1.0,,,,,,,,,6.0
1405,CA,96051,1.0,,1.0,,,,,,,,,13.0,1.0,,,,,,,,,,16.0
1406,CA,96052,,,,,,,,,1.0,1.0,,19.0,1.0,1.0,,,,,,,,,23.0
1408,CA,96055,6.0,,1.0,,,,1.0,1.0,2.0,2.0,1.0,53.0,7.0,2.0,1.0,,,,,,,,77.0
1410,CA,96057,1.0,,,,,,1.0,2.0,1.0,3.0,3.0,56.0,11.0,4.0,,,,,,,,,82.0
1414,CA,96062,,,,,,,,,,,,9.0,,1.0,,,,,,,,,10.0
1415,CA,96064,,,,,,,,,,,1.0,4.0,,,,,,,,,,,5.0
1418,CA,96071,,,,,,,,,,,,4.0,,1.0,,,,,,,,,5.0
1419,CA,96073,2.0,,,,,,,,,,,44.0,6.0,7.0,2.0,,,,,,,,61.0
1421,CA,96080,16.0,4.0,3.0,4.0,2.0,,4.0,8.0,4.0,4.0,2.0,230.0,71.0,34.0,6.0,2.0,,,,,,,394.0
1424,CA,96088,,,,,,,,,,,,5.0,,,,,,,,,,,5.0
1425,CA,96091,1.0,,1.0,,,,,,,,,9.0,,,2.0,,,,,,,,13.0
1426,CA,96093,,,,,,,,,,,,10.0,2.0,1.0,,,,,,,,,13.0
1427,CA,96094,1.0,,,1.0,,,,1.0,,1.0,,5.0,,,1.0,,,,,,,,10.0
1429,CA,96097,5.0,,,,,,,,,,,26.0,6.0,3.0,,,,,,,,,40.0
1430,CA,96101,,,,1.0,,,,1.0,1.0,1.0,2.0,50.0,,,,,,,,,,,56.0
1431,CA,96103,,,,,,,,,,,,8.0,,2.0,,1.0,,,,,,,11.0
1433,CA,96105,,,,1.0,1.0,,,,,1.0,,1.0,2.0,1.0,,,,,,,,,7.0
1435,CA,96107,1.0,,,,,,1.0,,,,,6.0,3.0,,,,,,,,,,11.0
1438,CA,96118,,,,,,,1.0,1.0,,,,6.0,10.0,6.0,1.0,,,,,,,,25.0
1439,CA,96122,,,,,,1.0,,,,,1.0,4.0,1.0,,,,1.0,,,,,,8.0
1441,CA,96126,1.0,,,,,,,,,,,4.0,2.0,9.0,,,,,,,,,16.0
1443,CA,96130,3.0,,1.0,1.0,,1.0,,,,1.0,,34.0,19.0,9.0,,,,,,,,,69.0
1447,CA,96137,,,,,,,,,,,,5.0,,,,,,,,,,,5.0
1448,CA,96140,,,,,,,,,,,,6.0,,,,,,,,,,,6.0
1449,CA,96141,3.0,,,,,,,,,,,8.0,4.0,,,,,,,,,,15.0
1450,CA,96142,1.0,,,,,,1.0,,,,,11.0,1.0,,,,,,,,,,14.0
1451,CA,96143,3.0,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,6.0
1452,CA,96145,,,,,,,,,,,2.0,19.0,,2.0,,,,,,,,,23.0
1453,CA,96146,,,,,,,,,,1.0,,20.0,1.0,,,,,,,,1.0,,23.0
1454,CA,96148,1.0,,,,,,,,,,1.0,3.0,,,,,,,,,,,5.0
1455,CA,96150,10.0,2.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,75.0,8.0,7.0,,,,,,,,,108.0
1456,CA,96161,6.0,1.0,,,2.0,,,1.0,,1.0,4.0,69.0,7.0,,,,,,,,,,91.0
